income,age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
not_high,31,Private,5,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,48,United-States
not_high,61,Private,9,Divorced,Handlers-cleaners,Not-in-family,Black,Female,0,0,40,United-States
high,43,State-gov,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
not_high,40,State-gov,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,49,United-States
not_high,39,Private,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
not_high,37,Local-gov,10,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,27,United-States
not_high,47,Private,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States
high,45,Federal-gov,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States
not_high,30,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
not_high,30,Self-emp-not-inc,15,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States
high,51,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
high,31,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,72,United-States
high,48,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,25,United-States
not_high,20,Private,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,30,United-States
not_high,19,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,25,United-States
not_high,50,Private,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States
not_high,33,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
not_high,30,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
not_high,23,Private,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
not_high,24,Private,11,Never-married,Sales,Unmarried,White,Male,0,0,5,United-States
not_high,28,Private,11,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,45,United-States
not_high,38,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States
high,52,Federal-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States
not_high,32,Private,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States
not_high,37,Private,11,Separated,Prof-specialty,Unmarried,White,Female,0,0,32,United-States
high,36,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
high,39,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
not_high,49,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,United-States
not_high,40,Local-gov,11,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
not_high,42,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
not_high,35,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
not_high,39,Private,9,Divorced,Other-service,Unmarried,White,Female,0,0,81,United-States
not_high,32,Local-gov,11,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
not_high,22,Private,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States
not_high,53,Local-gov,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
not_high,25,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
high,44,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States
high,52,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
not_high,42,State-gov,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States
not_high,34,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
not_high,27,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
not_high,37,Private,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States
not_high,26,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
not_high,57,Private,9,Divorced,Sales,Unmarried,White,Female,0,0,28,United-States
not_high,36,Self-emp-not-inc,11,Separated,Exec-managerial,Not-in-family,White,Male,0,0,48,United-States
not_high,27,Private,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
not_high,17,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States
not_high,30,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico
high,37,Private,11,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,48,United-States
not_high,31,Local-gov,13,Never-married,Sales,Own-child,White,Female,0,0,40,United-States
not_high,23,Private,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States
not_high,32,Private,6,Never-married,Craft-repair,Other-relative,White,Male,0,0,45,United-States
high,58,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
not_high,31,Private,9,Never-married,Other-service,Unmarried,White,Female,0,0,8,United-States
high,44,Private,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States
high,42,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States
not_high,45,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States
not_high,20,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States
not_high,35,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
not_high,50,Private,12,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,40,United-States
not_high,56,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,28,United-States
high,48,Private,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
not_high,58,Self-emp-not-inc,14,Widowed,Other-service,Not-in-family,White,Female,0,0,15,United-States
not_high,32,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
not_high,23,Private,10,Never-married,Sales,Own-child,White,Female,0,0,12,United-States
not_high,48,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
not_high,33,Private,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,70,United-States
not_high,48,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,Mexico
not_high,40,Local-gov,11,Never-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States
not_high,50,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
not_high,52,Self-emp-not-inc,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States
not_high,19,Private,9,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States
high,36,Self-emp-not-inc,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States
high,39,Private,13,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines
not_high,22,Private,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
not_high,33,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States
high,35,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
not_high,50,Private,7,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
not_high,43,Private,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
not_high,29,Private,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States
not_high,56,Private,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States
not_high,24,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
not_high,46,Private,11,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States
not_high,48,Self-emp-inc,14,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
not_high,65,Local-gov,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States
high,44,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
high,73,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,6,United-States
not_high,21,Private,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,50,United-States
high,43,Federal-gov,14,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,35,United-States
not_high,21,Private,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,32,United-States
not_high,30,Private,10,Separated,Transport-moving,Not-in-family,White,Male,0,0,20,United-States
not_high,54,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,United-States
not_high,19,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States
not_high,55,State-gov,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,37,United-States
not_high,20,Private,10,Never-married,Sales,Own-child,White,Female,0,0,28,United-States
not_high,53,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Greece
high,51,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States
not_high,33,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
not_high,62,Private,10,Widowed,Priv-house-serv,Unmarried,White,Female,0,0,40,United-States
not_high,24,Self-emp-not-inc,9,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States
not_high,17,Self-emp-inc,5,Never-married,Sales,Own-child,White,Female,0,0,40,United-States
not_high,26,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States
not_high,36,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
not_high,32,Private,6,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,United-States
high,58,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
high,38,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
not_high,26,Federal-gov,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States
not_high,27,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Guatemala
high,38,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States
not_high,28,Private,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
high,38,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
high,29,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
not_high,28,Private,13,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,25,United-States
high,40,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
not_high,26,Private,11,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States
not_high,43,Private,12,Married-civ-spouse,Sales,Husband,Black,Male,0,0,60,United-States
high,29,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
not_high,25,Federal-gov,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States
high,29,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States
not_high,60,Private,2,Divorced,Craft-repair,Not-in-family,Other,Male,0,0,38,Dominican-Republic
not_high,31,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
not_high,51,Local-gov,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
not_high,18,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States
not_high,36,Private,13,Divorced,Tech-support,Unmarried,White,Male,0,0,20,United-States
high,35,Private,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines
high,48,Private,13,Divorced,Adm-clerical,Own-child,White,Male,0,0,38,United-States
not_high,78,Self-emp-not-inc,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,United-States
not_high,72,Private,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,17,United-States
not_high,24,Private,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States
not_high,48,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,30,United-States
not_high,28,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
not_high,26,Private,14,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
not_high,29,Private,13,Never-married,Sales,Not-in-family,White,Female,0,0,60,United-States
not_high,47,Private,3,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,Jamaica
high,50,Private,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States
not_high,35,Federal-gov,3,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico
not_high,17,Private,7,Never-married,Transport-moving,Own-child,White,Male,0,0,20,United-States
high,41,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States
not_high,37,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,42,United-States
not_high,35,Local-gov,9,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States
not_high,56,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Portugal
not_high,23,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
not_high,33,Private,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,32,United-States
high,79,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
not_high,28,Private,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States
not_high,55,Private,7,Divorced,Sales,Own-child,White,Female,0,0,20,United-States
not_high,59,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
not_high,22,Private,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States
not_high,19,Private,7,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,19,Philippines
not_high,41,Private,3,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0,0,35,Mexico
not_high,32,Private,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Italy
not_high,45,Private,9,Divorced,Other-service,Unmarried,White,Female,0,0,35,United-States
not_high,61,Private,3,Married-civ-spouse,Farming-fishing,Other-relative,White,Female,0,0,45,Mexico
not_high,34,Private,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
not_high,43,Self-emp-not-inc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,35,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
not_high,65,Private,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,20,United-States
high,24,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,England
not_high,37,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
not_high,34,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
high,42,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
not_high,18,Private,4,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
not_high,43,Federal-gov,10,Widowed,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,0,15,United-States
high,31,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
not_high,19,Private,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States
not_high,40,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,China
not_high,32,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
high,47,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
not_high,32,Local-gov,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
not_high,46,Self-emp-inc,16,Separated,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States
high,40,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States
not_high,36,Private,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States
not_high,33,Private,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,36,United-States
not_high,23,State-gov,3,Never-married,Transport-moving,Not-in-family,White,Male,0,0,35,United-States
not_high,21,Private,6,Separated,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
not_high,40,Private,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,32,United-States
high,53,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
not_high,53,Self-emp-not-inc,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,72,United-States
not_high,58,Private,5,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,60,United-States
